file,paper_id,preceding,target,trailing,url,Label,location,split
01669153236899edec9fff5fc4fb19a742c3dfef.json,PMC6063423,"Phylogenies were based on full-length open-reading-frames with the signal peptide component being removed from HA genes and stop codons removed from all genes: H1-HA 1647, H3-HA 1650, N1-NA 1407, N2-NA 1407, B/Vic-HA 1710, B/Yam-HA 1707, B/Vic-Na 1398 and B/Yam-NA 1398 nucleotides, respectively.",Trees were visualized using FigTree (http://tree.bio.ed.ac.uk/software/figtree/) and highlighted using Adobe Illustrator CC 2015.3 (http://www.adobe.com/uk/products/illustrator/features.html).,Sequence accession numbers for all reference and test viruses are given in S1 Table.,http://tree.bio.ed.ac.uk/software/figtree/ | http://www.adobe.com/uk/products/illustrator/features.html),3,body,test
01669153236899edec9fff5fc4fb19a742c3dfef.json,PMC6063423,,"Over the period of this study A/H3N2 viruses evolved rapidly genetically and showed some antigenic change, antigenic drift, such that three vaccine viruses were recommended: A/Texas/ 50/2012-like (3C.1) for 2014–2015, A/Switzerland/9715293/2013-like (3C.3a) for 2015–2016 and A/Hong Kong/4801/2014-like (3C.2a) for 2016–2017 seasons respectively (http://www.who.int/influenza/vaccines/virus/recommendations/en/).","In 2014–2015, viruses from Georgia fell in genetic clades 3C.2a and 3C.3b while the majority of A/H3N2 viruses detected in the northern hemisphere belonged to clades 3C.2a and 3C.3a and the vaccine was reported to have low effectiveness [31, 32].",http://www.who.int/influenza/vaccines/virus/recommendations/en/,0,body,test
0ced1f946cce007aa319a0ba38aef2c4b14dab0e.json,PMC2792222,Nucleotide sequences of SARS-CoV strains were analyzed using BioEdit version 5.0.9 software suite.,The corresponding amino acid sequences of S protein were then aligned with Clustal W http://www.ebi.ac.uk/clustalw/.,"SARS-CoV strains used were as follows, with the nucleotide sequence GenBank accession numbers in parentheses: BJ01 (AY278488), BJ02 (AY278487), BJ03 (AY278490), CUHK-Su10 (AY282752), CUHK-W1 (AY278554), Frankfurt 1 (AY291315), GD01 (AY278489), HKU-39849 (AY278491), HSR 1 (AY323977), Sin2500 (AY283794), Sin2677 (AY283795), Sin2679 (AY283796), Sin2748 (AY283797), Sin2774 (AY283798), TOR2 (AY274119), TW1 (AY291451), TWC (AY321118) and Urbani (AY278741).",http://www.ebi.ac.uk/clustalw/,3,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,,"The UniProtKB Proteomes portal (https://www.uniprot.org/proteomes/) provides access to proteomes for over 84 thousand (84 387, release 2018 07) species with completely sequenced genomes","The majority of these proteomes are based on the translation of genome sequence submissions to the INSDC source databases––ENA, GenBank and the DDBJ (2).",https://www.uniprot.org/proteomes/,1,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,"Most critically, a redundancy removal process was first introduced in 2015.",This process identifies and removes almost identical proteomes of the same species before their inclusion in UniProtKB (https://www.uniprot.org/help/proteome_redundancy) and places their sequences in UniParc.,Currently this process has removed ∼38% all complete proteomes (∼241 million proteins) from UniProtKB.,https://www.uniprot.org/help/proteome_redundancy,0,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,The growth of Reference Proteome sets is shown in Figure 2.,"Programmatic access to the non-redundant proteomes included in UniProtKB is provided via the Proteins API (https://www.ebi.ac.uk/proteins/api/doc/) (7) whilst all proteomes reference, non-reference and redundant in UniProtKB and UniParc are accessible via the Proteome section of the UniProt website (https://www.uniprot.org/proteomes/).",,https://www.uniprot.org/proteomes/,1,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,"To this end, a genecentric pipeline has been developed and enhanced over the past year by UniProt.","These complete, non-redundant reference proteomes are publicly available at ftp://ftp.ebi.ac.uk/pub/databases/referenceproteomes/QfO.",The datasets are provided either in SeqXML format or as a collection of FASTA files and include genomics coordinates for most proteins.,ftp://ftp.ebi.ac.uk/pub/databases/referenceproteomes/QfO,1,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,Expert biocuration has been essential in keeping the relevant UniProtKB/Swiss-Prot entries up to date with each step in the pathway to reflect our understanding of the function of these proteins and the molecules they associate with.,Every piece of knowledge we capture is associated with evidences (see https://www.uniprot.org/help/evidences for further details) to indicate the source of information and we have added a CAUTION comment to the METTL14 entry to both provide some background and inform users that the initially reported methyltransferase activity is an unsafe observation (Figure 3).,"The correct annotation on the UniProtKB/Swiss-Prot entry will ensure that misleading data is not computationally added to orthologous proteins in UniProtKB/TrEMBL on the basis of an over-predictive protein signature, again highlighting the importance of expert biocuration.",https://www.uniprot.org/help/evidences,0,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,Future plans for the manual curation activities in UniProtKB include the development of mechanisms to identify and highlight contradictory information in existing protein entries in order to improve rigor and reproducibility.,"This example also illustrates the collaborative nature of the UniProt Consortium in that the molecular interactions involved have also been added to the IMEx Consortium (www.imexconsortium.org) dataset by UniProt curators (23), the protein complexes involved curated into the Complex Portal (https://www.ebi.ac.uk/complexportal/) (24) and both the proteins and complexes have been further annotated using GO (http://www.geneontology.org).",New terms were added to the GO to enable this and others were updated.,www.imexconsortium.org | https://www.ebi.ac.uk/complexportal/ | http://www.geneontology.org,1,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,"When applied on third party proteins, UniFire will transform the data according to the URML format and execute the UniProt rules on them to generate functional predictions.",We would like to work with the scientific community in this development and encourage users to register their interest in the links provide in our blog Inside UniProt (https://insideuniprot.blogspot.com/2018/03/).,,https://insideuniprot.blogspot.com/2018/03/),0,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,,GO annotations of UniRef can be found in the UniRef XML files from the UniProt ftp site: ftp://ftp.uniprot.org/pub/databases/uniprot/uniref/uniref50/.,,ftp://ftp.uniprot.org/pub/databases/uniprot/uniref/uniref50/,1,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,"As a first approach, we rely on the information provided by the underlying database sources for this categorization (e.g. the literature provided by iPTMnet (29) will fall into PTM/Processing category and literature provided by Intact will be classified as Interaction).","However, this approach is not optimal for all literature, thus we are now systematically classifying the articles into the UniProt main categories present in the entry using UPCLASS, a neural network based pipeline to classify publications for UniProtKB protein entries, developed in SIB Text Mining group (https://www.sib.swiss/ruch-patrick/patrick-ruch-sub).","UPCLASS has been trained and evaluated with the curated literature and categories in UniProt entries (with precision, recall and F-score of 0.80, 0.62 and 0.70, respectively).",https://www.sib.swiss/ruch-patrick/patrick-ruch-sub,0,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,"We have therefore scheduled a series of webinars, with basic modules on searching protein sequence and function repeated regularly and more specialist units, for example on protein structure, machine learning protein function and linking protein and genome annotation delivered less often.","The webinars are recorded, and are subsequently made available online (https://www.ebi.ac.uk/training/online/) where they are supported by related online training materials and YouTube videos (https://www.youtube.com/user/uniprotvideos/).","In order to reach new communities, the webinars are widely advertised, making pro-active use of social media forums such as Twitter (@uniprot) and FaceBook (https://www.facebook.com/uniprot.org/) as well as established mailing lists.",https://www.youtube.com/user/uniprotvideos/,0,body,test
2b4696bf4bc923a139e8508086f854ca52b690d0.json,PMC6323992,We now allow users to visually explore the subcellular location in UniProtKB entries,"The visualization presents image templates from COMPARTMENTS (https://compartments.jensenlab.org/)(28,30) combined with protein location data from UniProt (expert annotation, rulebased automatic annotation) and imported from GO annotation.",Figure 6 below shows the subcellular location view from the Human Copper-transporting ATPase 2 protein (UniProtKB:P35670).,https://compartments.jensenlab.org/,1,body,test
2f48db348bec8a09f6a83d949d1a3294fbe44008.json,PMC6213580,"To our knowledge, this is the first time HCoV-HKU1 is reported to circulate in summer season. Environmental conditions may contribute to understand this finding.","During December 2015 until February 2016 and April 2016 until June 2016, the average temperature and humidity in Israel were 19 ◦C, 57% and 25 ◦C, 66% respectively (An average data from Tel-Aviv station #2410 at 2 pm, collected from Israel Meteorological Service database, https://ims.data.gov.il/ims).",,https://ims.data.gov.il/ims,1,body,test
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,Sequence analyses - Two different datasets were used for the phylogenetic analysis.,"For dataset 1, only the sequences with 100% query coverage in a Blast (https://blast.ncbi.nlm.nih.gov/Blast.cgi) search using ZV BR 2016/16288 as the query were selected.",The sequences were aligned using ClustalW as implemented in BioEdit version 7.2.6.1 and were manually edited in the ORF region to avoid codon disruption by inserted gaps.,https://blast.ncbi.nlm.nih.gov/Blast.cgi,3,body,test
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,Phylogenetic tree inference was performed in MrBayes v.3.2.6. using three hot chains and one cold chain and was run for 1 million (dataset 1) or 6 million (dataset 2) generations with a 25% burn-in.,FigTree v.1.4.3 (http://tree.bio.ed.ac.uk/software/figtree/) and Inkscape 0.92 were used to edit the tree.,"The HMMTOP tool (http://www.enzim.hu/hmmtop/), which was run with the default settings, was used for the prediction of the transmembrane helices in the NS2A protein.",http://tree.bio.ed.ac.uk/software/figtree/,3,body,test
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,FigTree v.1.4.3 (http://tree.bio.ed.ac.uk/software/figtree/) and Inkscape 0.92 were used to edit the tree.,"The HMMTOP tool (http://www.enzim.hu/hmmtop/), which was run with the default settings, was used for the prediction of the transmembrane helices in the NS2A protein.",The hydrophobicity plot of the NS4B protein was computed using the ProtScale tool (https://web.expasy.org/protscale/) based on a Kyte & Doolittle scale with the default settings.,http://www.enzim.hu/hmmtop/,3,body,test
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,"The HMMTOP tool (http://www.enzim.hu/hmmtop/), which was run with the default settings, was used for the prediction of the transmembrane helices in the NS2A protein.",The hydrophobicity plot of the NS4B protein was computed using the ProtScale tool (https://web.expasy.org/protscale/) based on a Kyte & Doolittle scale with the default settings.,"For the RNA secondary structure prediction in the 3’UTR, the mfold web server (http://unafold.rna.albany.edu/?q=mfold/RNA-Folding-Form) was used with the default settings. Only the highest revised free energy structure is presented.",https://web.expasy.org/protscale/,3,body,test
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,The hydrophobicity plot of the NS4B protein was computed using the ProtScale tool (https://web.expasy.org/protscale/) based on a Kyte & Doolittle scale with the default settings.,"For the RNA secondary structure prediction in the 3’UTR, the mfold web server (http://unafold.rna.albany.edu/?q=mfold/RNA-Folding-Form) was used with the default settings. Only the highest revised free energy structure is presented.",,http://unafold.rna.albany.edu/?q=mfold/RNA-Folding-Form,3,body,train
08d0057eaad519e3d6ef88ffbbc2187b2c11f126.json,PMC6701881,"A single mutation at ZIKV NS2A (A175V), which has been shown to decrease virus production and RNA synthesis in vitro, was associated with an attenuated phenotype in a ZIKV mouse model.(20)","Based on a study by Xie et al.(21) and on the transmembrane helices and protein topology prediction program HMMTOP (http://www.enzim.hu/hmmtop/), this mutation (A175V) maps to a transmembrane domain.",The NS2A mutation M181V (between ZV BR 2015/15261 and ZV BR 2015/15098 or ZV BR 2016/16288 - Table III) maps to this same domain.,http://www.enzim.hu/hmmtop/,3,body,test
0c82e4a717a9242e0462b24a8759f98f0c83d677.json,PMC3176773,"These unique sequences were compared with the sequences of non-coding RNAs (rRNA, tRNA, snRNA, snoRNA) available in Rfam (http://www.sanger.ac.uk/software/Rfam) and in the GenBank non-coding RNA database (http://www.ncbi.nlm.nih.gov/) to clarify degradation fragments of non-coding RNA.","In addition, all sequences were mapped to miRNA sequences from the miRNA database, miRBase 16.0 (http://www.mirbase.org/).",,http://www.mirbase.org/,1,body,train
0c82e4a717a9242e0462b24a8759f98f0c83d677.json,PMC3176773,BLAST searches were conducted to identify the virus sequences in the cleaned unique reads using the blast-2.2.22 package [34].,"Due to the large amount of high throughput sequencing data, we formatted the sequencing reads, (using the command formatdb that is included in the BLAST package), as a BLAST database and used the viral sequences downloaded from the EMBL website (http://www.ebi.ac.uk/embl/) as a query, in order to expedite the BLAST process. BLAST results were then analyzed manually to screen for potential virus sequences.",,http://www.ebi.ac.uk/embl/,1,body,test
0c82e4a717a9242e0462b24a8759f98f0c83d677.json,PMC3176773,,The read alignment is saved in the ace file format and can be viewed with common read alignment program like tablet (freely available on http://bioinf.scri.ac.uk/tablet/).,All the read sequences can be retrieved from the ace file with any text editing program.,http://bioinf.scri.ac.uk/tablet/,3,body,test
dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,PMC1183192,VPCR predicted only 2 products for each of the gene families and gave more than 8 unspecific products in each case.,"Although Lexa et al. has released the 2.0 version of VPCR http://grup.cribi.unipd.it/cgi-bin/mateo/vpcr2.cgi, the predictions of GEN12 and GEN13 are still not as accurate as SPCR.",,http://grup.cribi.unipd.it/cgi-bin/mateo/vpcr2.cgi,3,body,test
dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,PMC1183192,,"The SPCR program and supplemental materials, including details of all the prediction experiments in this paper are freely available at our website: http://moleco.sjtu.edu.cn/ SPCR, also see [Additional file 1].","SPCR program was developed with C++ under Win32 and Linux, so it can be run under both platforms.",http://moleco.sjtu.edu.cn/ SPCR,4,body,test
dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,PMC1183192,"SPCR.exe is the main program of SPCR; Help.chm is the help information; SimGel.exe is the assistant program for simulating Gel images; Cases used to test the SPCR program.mht is an html format file, which includes most of detailed data of all cases carried out with SPCR.",Click here for file [http://www.biomedcentral.com/content/supplementary/1471-2105-6-190-S1.zip],,http://www.biomedcentral.com/content/supplementary/1471-2105-6-190-S1.zip,1,body,test
82d76d619e7be4f0ef2490f933d140ec9f722a55.json,PMC4476415,,Supplementary information accompanies this paper at http://www.nature.com/srep,,http://www.nature.com/srep,0,body,test
183e393843de9d6c653897f1039ad10af9750347.json,PMC6731609,,All summary data and parametric fitting code used in our analyses are publicly available at https://zenodo.org/record/3340201.,,https://zenodo.org/record/3340201,5,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,The color and thickness of the line represent the relative strength by which the rates are supported; thin white lines and thick red lines suggest relatively weak and strong support respectively.,The maps are based on satellite pictures made available in Google Earth (http://earth.google.com).,,http://earth.google.com,1,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,The color and thickness of the line represent the relative strength by which the rates are supported; thin white lines and thick red lines suggest relatively weak and strong support respectively.,The maps are based on satellite pictures made available in Google Earth (http://earth.google.com).,,http://earth.google.com,1,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,The white-green and yellow-magenta color gradients inform the relative age of the transitions for HA and NA respectively (older-recent).,The maps are based on satellite pictures made available in Google Earth (http://earth.google.com).,,http://earth.google.com,1,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,Both the height and width of the cylinders are proportional to root location posterior probability; the same colors as the tree branches in (A) are used.,The maps are based on satellite pictures made available in Google Earth (http://earth.google.com.).,,http://earth.google.com,1,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,,"To summarize the posterior distribution of ancestral location states, we annotate nodes in the MCC tree with the modal location state for each node using TreeAnnotator, and visualize this tree using FigTree (available at http://tree.bio.ed.ac.uk/software).","To provide a spatial projection, we convert the tree into a keyhole markup language (KML) file suitable for viewing with Google Earth (http://earth.google.com).",http://tree.bio.ed.ac.uk/software,3,body,train
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,Dataset S1 KML file for H5N1 diffusion over time as inferred from HA,Found at: doi:10.1371/journal.pcbi.1000520.s001 (2.13 MB XML),,doi:10.1371/journal.pcbi.1000520.s001,0,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,Dataset S2 Supplementary information: KML file for H5N1 diffusion over time as inferred from NA,Found at: doi:10.1371/journal.pcbi.1000520.s002 (2.10 MB XML),,doi:10.1371/journal.pcbi.1000520.s002,0,body,test
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,PMC2740835,"To summarize the posterior distribution of ancestral location states, we annotate nodes in the MCC tree with the modal location state for each node using TreeAnnotator, and visualize this tree using FigTree (available at http://tree.bio.ed.ac.uk/software).","To provide a spatial projection, we convert the tree into a keyhole markup language (KML) file suitable for viewing with Google Earth (http://earth.google.com).",,http://earth.google.com,1,body,train
5a9154aee79901dd8fecd58b7bcd9b7351102d24.json,PMC7054935,"The emergence and outbreak of a newly discovered acute respiratory disease in Wuhan, China, has affected greater than 40,000 people, and killed more than 1,000 as of Feb. 10, 2020.","A new human coronavirus, SARSCoV-2, was quickly identified, and the associated disease is now referred to as coronavirus disease discovered in 2019 (COVID-19) (https://globalbiodefense.com/novel-coronavirus-covid-19-portal/).",,https://globalbiodefense.com/novel-coronavirus-covid-19-portal/,0,body,test
5a9154aee79901dd8fecd58b7bcd9b7351102d24.json,PMC7054935,A search for an intermediate animal host between bats and humans is needed to identify animal CoVs more closely related to human SARSCoV-2.,"There is speculation that pangolins might carry CoVs closely related to SARS-CoV-2, but the data to substantiate this is not yet published (https://www.nature.com/articles/d41586-020-00364-2).",,https://www.nature.com/articles/d41586-020-00364-2,0,body,test
d846a3532f569e0051c35e686ef18f6beb9bd57a.json,PMC7125052,"It has attracted a great attention since published. Note however that COVID-19 is a new disease, our awareness and knowledge is gradually increasing based on the ongoing research findings and clinical practice experience [3–8]; hence, the strategies of diagnosis and treatment are also continually updated.","For instance the Diagnosis and Treatment Guidelines for COVID-19 issued by the National Health Committee of the People’s Republic of China (http://www.nhc.gov.cn/), among 16 January 2020 to 3 March 2020, has issued a total of seven editions with some contexts being substantively changed.",,http://www.nhc.gov.cn/,0,body,train
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,,"Since the publication in 1995 of the first complete genome sequence of a free-living organism, the bacterium Haemophilus influenzae [1], more than 1,000 genomes of species from all three domains of life— Bacteria, Archaea, and Eukarya—have been completed and a staggering 4,300 are in progress (not including an even larger number of viral genome projects) (GOLD, Genomes Online Database v. 2.0; http://www.genomesonline.org/gold.cgi, as of August 2009).","Whole-genome shotgun sequencing remains the standard in biomedical, biotechnological, environmental, agricultural, and evolutionary genomics (http://genomesonline.org/gold_statistics.htm#aname).",http://www.genomesonline.org/gold.cgi,1,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"Since the publication in 1995 of the first complete genome sequence of a free-living organism, the bacterium Haemophilus influenzae [1], more than 1,000 genomes of species from all three domains of life— Bacteria, Archaea, and Eukarya—have been completed and a staggering 4,300 are in progress (not including an even larger number of viral genome projects) (GOLD, Genomes Online Database v. 2.0; http://www.genomesonline.org/gold. cgi, as of August 2009).","Whole-genome shotgun sequencing remains the standard in biomedical, biotechnological, environmental, agricultural, and evolutionary genomics (http://genomesonline.org/gold_statistics.htm#aname).","While nextgeneration sequencing technology is changing the field, this approach will continue to be used and lead to a previously unimaginable number of genome sequences, providing opportunities that could not have been thought of a few years ago.",http://genomesonline.org/gold_statistics.htm#aname),1,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"This has resulted in large amounts of funding dedicated to socalled ‘‘biodefense’’ research, totaling close to $50 billion between 2001 and 2009 [4].","Genomics has benefited greatly from this influx of research dollars and as a result, representatives of most major animal, plant, and human pathogens have been sequenced (http://www.pathogenportal.org/).","Supported by federal funds from the National Institutes of Health (NIH), the National Institute of Allergy and Infectious Diseases (NIAID), and the US Department of Defense, research programs, such as the Microbial Sequencing Centers and the Bioinformatics Resource Centers (http://www3.niaid.nih.gov/topics/pathogenGenomics/PDF/genomicsinitiatives.htm), have been established that carry out genomics research on pathogenic organisms and have spearheaded a new phase of the genomics revolution.",http://www.pathogenportal.org/,0,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"Genomics has benefited greatly from this influx of research dollars and as a result, representatives of most major animal, plant, and human pathogens have been sequenced (http://www.pathogenportal.org/).","Supported by federal funds from the National Institutes of Health (NIH), the National Institute of Allergy and Infectious Diseases (NIAID), and the US Department of Defense, research programs, such as the Microbial Sequencing Centers and the Bioinformatics Resource Centers (http://www3.niaid.nih.gov/topics/pathogenGenomics/PDF/genomicsinitiatives.htm), have been established that carry out genomics research on pathogenic organisms and have spearheaded a new phase of the genomics revolution.","Similar programs were started in Europe, such as those at the Wellcome Trust Sanger Institute in the United Kingdom, and the multinational European effort, The Network of Excellence EuroPathoGenomics (http://www.noe-epg.uni-wuerzburg.de/epg_general.htm).",http://www3.niaid.nih.gov/topics/pathogenGenomics/PDF/genomicsinitiatives.htm,0,body,train
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"Similar programs were started in Europe, such as those at the Wellcome Trust Sanger Institute in the United Kingdom, and the multinational European effort, The Network of Excellence Euro-PathoGenomics (http://www.noe-epg.uni-wuerzburg.de/epg_general.htm).","As an example of the success of these types of programs, the genome sequences of over 90,000 influenza viruses were rapidly generated and are now deposited in GenBank (http://www.ncbi.nlm.nih.gov/genomes/FLU/aboutdatabase.html).","Because of the availability of large sequencing capacity and the large amount of information, the response to the 2009 H1N1 influenza pandemic was rapid and efficient (Box 2): Genomics information was generated within days and validated diagnostic tools were approved within weeks [5,6].",http://www.ncbi.nlm.nih.gov/genomes/FLU/aboutdatabase.html,1,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,Open-source new bioinformatics software tools are being developed that exploit Web-based services and the increasing computing power provided by academic and commercial ‘‘cloud computing networks’’ (large computing resources provided as a service over the Internet).,"For example, ‘‘Science Clouds’’ (http://workspace.globus.org/clouds/) allow members of the scientific community to lease cloud computing resources free of charge.","To leverage these capabilities, novel cloud-optimized bioinformatics tools are being developed, such as the genome sequence read mapper CloudBurst [13].",http://workspace.globus.org/clouds/,0,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"To leverage these capabilities, novel cloud-optimized bioinformatics tools are being developed, such as the genome sequence read mapper CloudBurst [13].","In addition, novel resources are currently under development to increase the availability of open-source bioinformatics tools for cloud computing (http://www.nsf.gov/awardsearch/showAward.do?AwardNumber=0949201;http://www.nsf.gov/awardsearch/showAward.do?AwardNumber=0844494).",These emerging tools make access to the Worldwide Web the only requirement to join the genomic revolution and achieve large scale bioinformatics analyses that could not be possible on local servers.,http://www.nsf.gov/awardsearch/showAward.do?AwardNumber=0949201 | http://www.nsf.gov/awardsearch/showAward.do?AwardNumber=0844494,0,body,test
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,Standardized vocabulary should be developed to describe these isolates and the genes they contain.,"Such efforts have already started, for example through the open-access journal Standards in Genome Sciences (SIGS) (http://standardsingenomics.org/index.php/sigen), but the dedicated resources are not adequate and highlight the lack of understanding of the importance of metadata in genomics.","Initiatives such as those of the Genomics Standards Consortium have made great strides [11,12], but still need widespread implementation from the ever-expanding genomic community.",http://standardsingenomics.org/index.php/sigen,0,body,train
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,PMC2757898,"Supported by federal funds from the National Institutes of Health (NIH), the National Institute of Allergy and Infectious Diseases (NIAID), and the US Department of Defense, research programs, such as the Microbial Sequencing Centers and the Bioinformatics Resource Centers (http://www3.niaid.nih.gov/topics/pathogenGenomics/PDF/genomicsinitiatives.htm), have been established that carry out genomics research on pathogenic organisms and have spearheaded a new phase of the genomics revolution.","Similar programs were started in Europe, such as those at the Wellcome Trust Sanger Institute in the United Kingdom, and the multinational European effort, The Network of Excellence Euro-PathoGenomics (http://www.noe-epg.uni-wuerzburg.de/epg_general.htm).","As an example of the success of these types of programs, the genome sequences of over 90,000 influenza viruses were rapidly generated and are now deposited in GenBank (http://www.ncbi.nlm.nih.gov/genomes/FLU/aboutdatabase.html)",http://www.noe-epg.uni-wuerzburg.de/epg_general.htm,0,body,test
54b5dbd04a27590d6b7d0e0e899cbec62c9f91c0.json,PMC5750981,Innovative partnerships will also be necessary to ensure that training takes a systems approach.,"For example, in New York City, the Workforce Field Building Hub (https://workforceprofessionals.org/workforce-field-building-hub/) serves as a central place for community-based organizations, for-profit service delivery agencies, government, education institutions, workforce philanthropies, organized labor, private sector employers, public libraries, employer-based training programs, and others to collectively respond to local and national trends and policy changes that impact workforce development.",The Workforce Field Building Hub is meant to be a systems-building initiative that brings together key leaders from across the interdisciplinary and diverse local and national workforce community to identify common issues and solutions to strengthen the workforce ecosystem.,https://workforceprofessionals.org/workforce-field-building-hub/,0,body,test
cf750714decab335f8990db7d0ca100506fa99fa.json,PMC3974748,,Assessment of phylogenetic relationships was performed using programs of the MEGA 5 software package (http://www.megasoftware.net).,"Multiple sequence alignments were generated with ClustalW, and phylogenetic trees constructed based on the neighbor joining method using a Poisson correction model to calculate distance; bootstrap values were calculated based on 1000 pseudoreplicates.",http://www.megasoftware.net,3,body,test
cf750714decab335f8990db7d0ca100506fa99fa.json,PMC3974748,"AstVs are small non-enveloped viruses with positive-sense, single-stranded RNA genomes.","The family Astroviridae is divided into mammalian and avian AstVs (Figure 1) ([11,12], http://www.iah-virus.org/astroviridae/avastrovirus).","In addition to yet unassigned chicken AstVs, a novel wood pigeon AstV and feral pigeon AstVs were recently identified in Norway that appear to be highly divergent from ANV-1, their closest relative [13].",http://www.iah-virus.org/astroviridae/avastrovirus,0,body,test
a02952893a51f2255a8d9d84b3eba6fe1b113996.json,PMC5627305,,Supplementary Information accompanies the paper on the npj Vaccines website (doi:10.1038/s41541-017-0024-6).,,doi:10.1038/s41541-017-0024-6,0,body,test
87b2f2205b9dea38eeaeddd6e3ddbb6e45f542ae.json,PMC4871871,"Genes, up-regulated more significantly in response to the infection with HEP-Flury are marked in pink, uniquely up-regulated in HEP-Flury infected brains are marked in blue. +, indicates activation. −, indicates inhibition.",Figure was produced using the elements of Servier Medical Art (http://www.servier.com/Powerpoint-image-bank).,The Supplementary Material for this article can be found online at: http://journal.frontiersin.org/article/10.3389/fmicb.2016.00751,http://www.servier.com/Powerpoint-image-bank,0,body,test
87b2f2205b9dea38eeaeddd6e3ddbb6e45f542ae.json,PMC4871871,,The Supplementary Material for this article can be found online at: http://journal.frontiersin.org/article/10.3389/fmicb.2016.00751,,http://journal.frontiersin.org/article/10.3389/fmicb.2016.00751,0,body,test
0080d3bd9fb92e022c27715c2d1249042aa998b8.json,PMC3731252,Mapping statistics and genotype calls were made with SAMtools [59].,Data analysis was performed in Pipeline Pilot (http://www.accelrys.com).,At least two reads with an alternate base at a given position were defined as a SNP.,http://www.accelrys.com,3,body,train
59532e3fbb23c6bca0ad86898cdf50817b38633f.json,PMC3427560,"Massive increases in network coverage, handset ownership and therefore familiarity with the technology mean that mobile phones hold particular promise in areas that are currently least well served by existing systems.","Several of the more developed mobilephone-based participatory systems for public health are described by Freifeld et al. [26], and an inventory of mobile phone data collection applications (the majority of which are implemented in Africa) is maintained online (http://www.unglobalpulse.org/resources/mobile-phone-data-collection-inventory).","Most of these applications focus on human populations, and their potential application for animal disease surveillance has yet to be fully explored or exploited [35].",http://www.unglobalpulse.org/resources/mobile-phone-data-collection-inventory,0,body,test
31fabefa068bca926a43f94ef80df1daf41aa806.json,PMC5348035,"Amino acid variations detected by sequence analysis were mapped to the protein structures of the biological assembly of RHDV (PBD accession 3J1P) or the VP60 P domain (PDB accession 4EGT) [20], using the 3D protein structure viewer implemented in Geneious v8.1.6 [19].",The I-TASSER online server (http://zhanglab.ccmb.med.umich.edu/I-TASSER/) was used to predict three-dimensional protein structures based on amino acid sequences.,,http://zhanglab.ccmb.med.umich.edu/I-TASSER/,3,body,train
